TIMESTAMP,RECORD,BattV_Avg,RH,Temp_C_Avg,Temp_C,PAR_Den_Avg,PAR_Tot_Tot,WS_ms_Avg,Rain_mm_Tot
"Thursday, April 1, 2021",85447,13.69,52.39,11.67,11.91,1138,1024.129,0.352,0
"Thursday, April 1, 2021",85448,13.68,51.3,11.71,12.12,1209,1087.878,0.782,0
"Thursday, April 1, 2021",85449,13.67,53.8,11.96,12.27,1239,1114.733,0.247,0
"Thursday, April 1, 2021",85450,13.66,48.75,12.28,12.49,1233,1109.824,0.464,0
"Thursday, April 1, 2021",85451,13.66,45.27,11.89,12.1,1136,1022.493,0.511,0
"Thursday, April 1, 2021",85452,13.66,45.24,12.07,12.72,1201,1080.69,0.392,0
"Thursday, April 1, 2021",85453,13.65,46.39,13.17,13.9,1294,1164.174,0.986,0
"Thursday, April 1, 2021",85454,13.63,44.29,13.84,14.4,1389,1250.057,2.267,0
"Thursday, April 1, 2021",85455,13.62,44.66,13.66,13.84,1464,1317.846,1.207,0
"Thursday, April 1, 2021",85456,13.62,42.65,14.09,14.57,1457,1311.584,0.689,0
"Thursday, April 1, 2021",85457,13.62,45.66,13.13,12.78,922,829.6129,0.771,0
"Thursday, April 1, 2021",85458,13.63,46.65,12.05,11.91,897,807.0125,1.453,0
"Thursday, April 1, 2021",85459,13.64,43.79,11.47,11.65,1047,942.1758,1.39,0
"Thursday, April 1, 2021",85460,13.65,47.56,11.18,10.97,925,832.7899,1.276,0
"Thursday, April 1, 2021",85461,13.65,47.26,10.87,10.63,917,825.5349,0.8,0
"Thursday, April 1, 2021",85462,13.66,46.44,10.28,10.38,665.4,598.816,0.558,0
"Thursday, April 1, 2021",85463,13.67,42.68,10.41,10.41,566.5,509.8921,0.333,0
"Thursday, April 1, 2021",85464,13.67,41.3,10.28,10.4,823,740.3813,0.357,0
"Thursday, April 1, 2021",85465,13.67,40.64,10.25,10.08,834,750.8635,0.309,0
"Thursday, April 1, 2021",85466,13.68,42.22,9.55,9.28,614.4,552.9448,0.673,0
"Thursday, April 1, 2021",85467,13.69,39.18,9.24,9.23,756.8,681.1561,0.425,0
"Thursday, April 1, 2021",85468,13.69,42.29,8.75,8.31,428.8,385.9283,0.251,0
"Thursday, April 1, 2021",85469,13.71,42.08,7.902,7.741,299.8,269.7868,0.348,0
"Thursday, April 1, 2021",85470,13.7,44.45,7.365,7.293,202.7,182.4172,0.169,0
"Thursday, April 1, 2021",85471,13.38,43.54,6.993,6.932,135,121.5017,0.224,0
"Thursday, April 1, 2021",85472,13.27,43.28,6.606,6.455,105.2,94.70853,0.466,0
"Thursday, April 1, 2021",85473,13.22,43.9,6.182,6.093,87.2,78.43836,0.151,0
"Thursday, April 1, 2021",85474,13.17,45.46,5.879,5.831,83.6,75.25286,0.074,0
"Thursday, April 1, 2021",85475,13.13,48.64,5.686,5.646,83,74.65762,0.18,0
"Thursday, April 1, 2021",85476,13.09,48.96,5.477,5.328,82.7,74.39552,0.171,0
"Thursday, April 1, 2021",85477,13.05,48.56,5.103,5.112,81.9,73.72601,0.038,0
"Thursday, April 1, 2021",85478,13.03,47.94,5.09,5.078,81.9,73.69134,0.366,0
"Thursday, April 1, 2021",85479,13.02,47.8,4.961,4.892,81.5,73.32217,0.11,0
"Thursday, April 1, 2021",85480,13.01,49.24,4.792,4.706,80.6,72.58397,0.151,0
"Thursday, April 1, 2021",85481,13,50.89,4.488,4.356,79.46,71.51062,0.166,0
"Thursday, April 1, 2021",85482,12.99,52.33,3.986,3.805,78,70.19999,0.202,0
"Thursday, April 1, 2021",85483,12.97,50.65,3.522,3.52,77.07,69.36013,0.064,0
"Thursday, April 1, 2021",85484,12.96,50.72,3.287,3.107,76.24,68.61994,0.4,0
"Thursday, April 1, 2021",85485,12.95,50.52,2.843,2.766,74.9,67.40974,0.264,0
"Thursday, April 1, 2021",85486,12.94,51.84,2.49,2.344,73.86,66.47144,0.148,0
"Thursday, April 1, 2021",85487,12.93,52.27,2.138,2.012,72.96,65.66526,0.191,0
"Thursday, April 1, 2021",85488,12.92,51.09,1.833,1.745,72.1,64.89413,0.323,0
"Thursday, April 1, 2021",85489,12.91,51.36,1.563,1.438,71.17,64.05607,0.154,0
"Friday, April 2, 2021",85490,12.9,51.96,1.228,1.134,70.43,63.38315,0.099,0
"Friday, April 2, 2021",85491,12.89,52.84,0.969,0.867,70.02,63.0178,0.032,0
"Friday, April 2, 2021",85492,12.88,54.41,0.725,0.612,69.35,62.41498,0.032,0
"Friday, April 2, 2021",85493,12.87,55,0.437,0.36,70.25,63.22491,0,0
"Friday, April 2, 2021",85494,12.87,56.78,0.206,0.205,69.54,62.58761,0.031,0
"Friday, April 2, 2021",85495,12.86,57.49,-0.006,-0.077,69.32,62.38675,0,0
"Friday, April 2, 2021",85496,12.85,58.37,-0.174,-0.222,69.17,62.25399,0,0
"Friday, April 2, 2021",85497,12.84,59.35,-0.341,-0.401,68.72,61.85183,0,0
"Friday, April 2, 2021",85498,12.84,60.34,-0.385,-0.408,68.88,61.98856,0.031,0
"Friday, April 2, 2021",85499,12.83,62.18,-0.529,-0.575,68.32,61.48376,0,0
"Friday, April 2, 2021",85500,12.82,63.48,-0.672,-0.736,67.87,61.0832,0.032,0
"Friday, April 2, 2021",85501,12.82,64.23,-0.785,-0.865,67.72,60.95158,0.064,0
"Friday, April 2, 2021",85502,12.81,69.05,-0.98,-1.026,66.94,60.24661,0,0
"Friday, April 2, 2021",85503,12.8,72.08,-1.094,-1.163,66.53,59.87786,0.064,0
"Friday, April 2, 2021",85504,12.8,70.33,-1.257,-1.264,65.97,59.3731,0.074,0
"Friday, April 2, 2021",85505,12.79,69.4,-1.295,-1.358,65.94,59.34231,0.063,0
"Friday, April 2, 2021",85506,12.79,56.64,-1.354,-1.378,65.82,59.24067,0.288,0
"Friday, April 2, 2021",85507,12.78,53.92,-1.332,-1.366,66.87,60.18445,0.246,0
"Friday, April 2, 2021",85508,12.78,53.45,-1.432,-1.49,66.31,59.67933,0.035,0
"Friday, April 2, 2021",85509,12.77,53.97,-1.533,-1.587,66.05,59.44249,0.075,0
"Friday, April 2, 2021",85510,12.76,54.99,-1.601,-1.653,65.19,58.67064,0.158,0
"Friday, April 2, 2021",85511,12.76,57.8,-1.717,-1.733,64.51,58.06269,0.306,0
"Friday, April 2, 2021",85512,12.75,61.1,-1.818,-1.883,64.59,58.13151,0.352,0
"Friday, April 2, 2021",85513,12.74,58.85,-2.033,-2.124,63.51,57.15715,0.033,0
"Friday, April 2, 2021",85514,12.74,58.56,-2.18,-2.187,63.24,56.91991,0.237,0
"Friday, April 2, 2021",85515,12.73,60.63,-2.325,-2.374,61.98,55.77885,0.166,0
"Friday, April 2, 2021",85516,12.72,60.91,-2.513,-2.594,61.57,55.41081,0.169,0
"Friday, April 2, 2021",85517,12.71,57.67,-2.638,-2.657,68.86,61.97768,0.687,0
"Friday, April 2, 2021",85518,12.71,57.15,-2.73,-2.781,98.8,88.91061,0.578,0
"Friday, April 2, 2021",85519,12.87,55.12,-2.79,-2.69,154.6,139.1761,0.289,0
"Friday, April 2, 2021",85520,13.61,51.79,-2.38,-2.019,221.3,199.1712,0.248,0
"Friday, April 2, 2021",85521,14.01,49.45,-1.672,-1.197,383.8,345.4191,0.213,0
"Friday, April 2, 2021",85522,14,48.54,-0.845,-0.286,699.1,629.154,0.194,0
"Friday, April 2, 2021",85523,13.99,49.42,-0.09,0.364,1187,1068.011,0.395,0
"Friday, April 2, 2021",85524,13.98,48.59,0.833,1.475,1849,1664.184,0.213,0
"Friday, April 2, 2021",85525,13.97,46.62,1.783,2.424,2359,2123.134,0.032,0
"Friday, April 2, 2021",85526,13.95,46.2,2.571,3,2917,2624.863,0.296,0
"Friday, April 2, 2021",85527,13.94,46.12,3.136,3.688,2830,2547.389,0.23,0
"Friday, April 2, 2021",85528,13.93,46.19,3.379,3.767,1873,1685.696,0.317,0
"Friday, April 2, 2021",85529,13.92,46.81,3.344,3.194,999,899.3865,0.482,0
"Friday, April 2, 2021",85530,13.92,47,2.741,2.927,980,882.3323,0.254,0
"Friday, April 2, 2021",85531,13.92,47.14,2.791,2.861,948,853.4025,0.527,0
"Friday, April 2, 2021",85532,13.92,46.77,2.801,3,1087,978.0254,0.338,0
"Friday, April 2, 2021",85533,13.92,45.17,2.946,3.176,1157,1041.744,0.434,0
"Friday, April 2, 2021",85534,13.91,46.66,3.207,3.423,1332,1198.753,0.503,0
"Friday, April 2, 2021",85535,13.91,47.39,3.283,3.569,1178,1060.265,0.414,0
"Friday, April 2, 2021",85536,13.9,50.12,3.905,4.269,1345,1210.056,0.402,0
"Friday, April 2, 2021",85537,13.9,45.56,4.189,4.393,1228,1104.882,0.184,0
"Friday, April 2, 2021",85538,13.89,45.81,4.461,4.919,1344,1209.327,0.153,0
"Friday, April 2, 2021",85539,13.88,43.64,5.214,5.68,1396,1256.41,0.189,0
"Friday, April 2, 2021",85540,13.87,42.4,5.334,5.776,1301,1170.47,0.291,0
"Friday, April 2, 2021",85541,13.85,43.34,5.798,5.991,1270,1142.682,0,0
"Friday, April 2, 2021",85542,13.85,42.39,6.277,6.7,1455,1309.558,0.221,0
"Friday, April 2, 2021",85543,13.83,41.01,6.927,7.568,1574,1416.328,0.08,0
"Friday, April 2, 2021",85544,13.81,41.8,7.762,7.99,1486,1337.652,0.241,0
"Friday, April 2, 2021",85545,13.8,39.38,7.801,8.13,1405,1264.432,0.071,0
"Friday, April 2, 2021",85546,13.79,37.13,7.942,7.951,1354,1218.949,0.259,0
"Friday, April 2, 2021",85547,13.79,35.33,7.99,8.65,1397,1256.916,0.102,0
"Friday, April 2, 2021",85548,13.78,36.65,8.46,8.79,1281,1152.491,0.168,0
"Friday, April 2, 2021",85549,13.76,31.37,9.3,9.98,1242,1117.889,0.361,0
"Friday, April 2, 2021",85550,13.75,32.1,9.92,10.04,1085,976.0583,0.25,0
"Friday, April 2, 2021",85551,13.74,30.39,9.54,10.03,1202,1081.875,0.04,0
"Friday, April 2, 2021",85552,13.74,29.23,9.88,10.08,1224,1101.62,0.384,0
"Friday, April 2, 2021",85553,13.73,28.18,9.88,10.1,1188,1069.214,0.269,0
"Friday, April 2, 2021",85554,13.72,28.94,9.57,9.69,1160,1043.838,0.474,0
"Friday, April 2, 2021",85555,13.72,27.82,9.23,9.14,1068,960.8114,0.323,0
"Friday, April 2, 2021",85556,13.72,26.73,8.79,8.96,978,880.127,0.361,0
"Friday, April 2, 2021",85557,13.72,27.5,8.58,8.53,792.7,713.4069,0.355,0
"Friday, April 2, 2021",85558,13.73,26.97,8.59,8.88,896,806.3468,0.237,0
"Friday, April 2, 2021",85559,13.73,27.68,8.74,8.89,972,874.6649,0.359,0
"Friday, April 2, 2021",85560,13.73,26.77,8.63,8.62,929,835.772,0.197,0
"Friday, April 2, 2021",85561,13.73,27.96,8.25,8.14,911,820.0983,0.258,0
"Friday, April 2, 2021",85562,13.74,28.16,8,7.962,750.6,675.5552,0.229,0
"Friday, April 2, 2021",85563,13.74,29.63,7.671,7.489,757.2,681.4737,0.416,0
"Friday, April 2, 2021",85564,13.75,29.61,7.074,6.783,571.2,514.1111,0.168,0
"Friday, April 2, 2021",85565,13.76,28.91,6.341,6.055,395,355.478,0.16,0
"Friday, April 2, 2021",85566,13.78,29.81,5.604,5.308,282.9,254.6239,0.363,0
"Friday, April 2, 2021",85567,13.59,30.29,4.854,4.628,168.8,151.8831,0.065,0
"Friday, April 2, 2021",85568,13.35,31.16,4.239,4.068,109.9,98.94057,0.099,0
"Friday, April 2, 2021",85569,13.28,30.54,3.723,3.59,80.7,72.64896,0.114,0
"Friday, April 2, 2021",85570,13.22,30.5,3.402,3.313,74.49,67.03696,0.194,0
"Friday, April 2, 2021",85571,13.18,31.37,3.026,2.892,73.74,66.3671,0,0
"Friday, April 2, 2021",85572,13.13,32.8,2.636,2.455,73.14,65.83003,0.084,0
"Friday, April 2, 2021",85573,13.09,35.16,2.078,1.93,71.5,64.35283,0,0
"Friday, April 2, 2021",85574,13.06,33.19,1.748,1.627,71.58,64.42236,0,0
"Friday, April 2, 2021",85575,13.04,32.92,1.355,1.265,70.54,63.48233,0.032,0
"Friday, April 2, 2021",85576,13.03,34.69,1.08,0.924,70.24,63.21403,0,0
"Friday, April 2, 2021",85577,13.02,33.2,0.817,0.721,70.13,63.11434,0,0
"Friday, April 2, 2021",85578,13.01,35.19,0.511,0.425,69.68,62.7156,0,0
"Friday, April 2, 2021",85579,12.99,34.25,0.398,0.372,69.57,62.61609,0,0
"Friday, April 2, 2021",85580,12.98,35.79,0.276,0.188,69.28,62.34819,0,0
"Friday, April 2, 2021",85581,12.97,35.29,0.048,0.022,68.49,61.64522,0.063,0
"Friday, April 2, 2021",85582,12.96,36.24,-0.062,-0.099,68.42,61.57963,0,0
"Friday, April 2, 2021",85583,12.94,37.97,-0.231,-0.312,67.82,61.04235,0,0
"Friday, April 2, 2021",85584,12.93,37.81,-0.376,-0.395,67.34,60.6041,0.123,0
"Friday, April 2, 2021",85585,12.92,39.36,-0.466,-0.541,66.85,60.16865,0.066,0
"Saturday, April 3, 2021",85586,12.91,39.88,-0.726,-0.736,65.73,59.16089,0.076,0
"Saturday, April 3, 2021",85587,12.9,40.34,-0.784,-0.804,65.92,59.33237,0.032,0
"Saturday, April 3, 2021",85588,12.89,41.17,-0.908,-0.971,65.44,58.8977,0,0
"Saturday, April 3, 2021",85589,12.88,41.8,-1.149,-1.28,64.17,57.75532,0.062,0
"Saturday, April 3, 2021",85590,12.87,41.64,-1.425,-1.463,63.54,57.1851,0,0
"Saturday, April 3, 2021",85591,12.86,42.27,-1.691,-1.779,63.13,56.81543,0,0
"Saturday, April 3, 2021",85592,12.85,42.48,-1.983,-2.095,62.12,55.90841,0,0
"Saturday, April 3, 2021",85593,12.84,44.75,-2.257,-2.353,61.9,55.70744,0,0
"Saturday, April 3, 2021",85594,12.84,44.42,-2.603,-2.753,61.3,55.16965,0,0
"Saturday, April 3, 2021",85595,12.83,44.88,-2.964,-2.986,61.12,55.00574,0,0
"Saturday, April 3, 2021",85596,12.82,46.21,-3.035,-3.105,61.49,55.3441,0,0
"Saturday, April 3, 2021",85597,12.82,48.44,-3.311,-3.371,60.6,54.54029,0,0
"Saturday, April 3, 2021",85598,12.81,49.78,-3.595,-3.647,59.22,53.29599,0,0
"Saturday, April 3, 2021",85599,12.8,48.79,-3.837,-3.891,58.81,52.92653,0,0
"Saturday, April 3, 2021",85600,12.79,52.06,-3.884,-3.924,59.59,53.6346,0,0
"Saturday, April 3, 2021",85601,12.78,52.45,-4.135,-4.179,57.87,52.0866,0,0
"Saturday, April 3, 2021",85602,12.78,54.34,-4.34,-4.4,56.87,51.18037,0,0
"Saturday, April 3, 2021",85603,12.77,56.56,-4.585,-4.626,55.82,50.24022,0,0
"Saturday, April 3, 2021",85604,12.76,55.58,-4.843,-4.841,55.38,49.83958,0,0
"Saturday, April 3, 2021",85605,12.76,56.87,-4.995,-5.004,54.89,49.402,0,0
"Saturday, April 3, 2021",85606,12.75,56.72,-5.118,-5.104,55.01,49.50467,0,0
"Saturday, April 3, 2021",85607,12.74,56.64,-5.265,-5.287,55.01,49.50682,0,0
"Saturday, April 3, 2021",85608,12.73,55.83,-5.371,-5.404,54.22,48.8002,0,0
"Saturday, April 3, 2021",85609,12.72,57.54,-5.446,-5.484,54.41,48.96903,0,0
"Saturday, April 3, 2021",85610,12.71,56.32,-5.512,-5.482,54.82,49.34039,0,0
"Saturday, April 3, 2021",85611,12.71,56.96,-5.445,-5.46,55.76,50.18263,0,0
"Saturday, April 3, 2021",85612,12.7,57.08,-5.488,-5.485,56.92,51.22598,0,0
"Saturday, April 3, 2021",85613,12.69,56.16,-5.458,-5.411,66.98,60.28564,0,0
"Saturday, April 3, 2021",85614,12.7,54.11,-5.257,-4.985,102.3,92.08047,0,0
"Saturday, April 3, 2021",85615,12.92,52.33,-4.377,-3.699,165.1,148.5936,0,0
"Saturday, April 3, 2021",85616,13.76,49.14,-2.991,-1.965,230.1,207.058,0,0
"Saturday, April 3, 2021",85617,14.05,47.1,-1.324,-0.331,287.1,258.4217,0,0
"Saturday, April 3, 2021",85618,14.02,47.06,0.195,1.157,448.1,403.2965,0,0
"Saturday, April 3, 2021",85619,14,45.61,1.56,2.493,778.1,700.2798,0.032,0
"Saturday, April 3, 2021",85620,13.97,43.82,2.906,3.866,1327,1194.179,0.031,0
"Saturday, April 3, 2021",85621,13.94,43.05,4.21,5.235,2039,1834.8,0,0
"Saturday, April 3, 2021",85622,13.91,41.73,5.412,5.927,2662,2395.523,0.287,0
"Saturday, April 3, 2021",85623,13.89,40.6,6.109,6.811,2961,2665.182,0.1,0
"Saturday, April 3, 2021",85624,13.87,40.84,6.837,7.582,2917,2625.114,0.043,0
"Saturday, April 3, 2021",85625,13.85,41.06,7.65,8.34,2775,2497.085,0.092,0
"Saturday, April 3, 2021",85626,13.83,39.28,8.43,9.26,2595,2335.67,0,0
"Saturday, April 3, 2021",85627,13.8,37.92,9.44,10.24,2404,2163.272,0,0
"Saturday, April 3, 2021",85628,13.78,36.87,10.21,10.84,2169,1952.275,0.032,0
"Saturday, April 3, 2021",85629,13.76,34.59,10.82,11.63,760,683.9622,0.04,0
"Saturday, April 3, 2021",85630,13.73,33.52,11.62,12.43,825,742.6672,0,0
"Saturday, April 3, 2021",85631,13.71,31.98,11.99,12.94,644.5,580.059,0.034,0
"Saturday, April 3, 2021",85632,13.7,29.67,12.69,13.36,1164,1047.283,0,0
"Saturday, April 3, 2021",85633,13.68,30.19,12.85,13.3,945,850.5225,0.037,0
"Saturday, April 3, 2021",85634,13.67,30.03,12.82,13.51,802,721.8848,0.031,0
"Saturday, April 3, 2021",85635,13.66,28.2,13.06,13.47,823,740.7878,0,0
"Saturday, April 3, 2021",85636,13.66,32.09,12.93,13.19,884,795.6192,0,0
"Saturday, April 3, 2021",85637,13.65,30.02,12.49,12.93,947,851.9699,0.032,0
"Saturday, April 3, 2021",85638,13.65,30.93,12.46,12.88,1006,905.2479,0,0
"Saturday, April 3, 2021",85639,13.65,29.95,12.7,12.95,1051,946.2217,0,0
"Saturday, April 3, 2021",85640,13.64,28.71,12.61,12.79,1097,987.2344,0.099,0
"Saturday, April 3, 2021",85641,13.64,29.42,12.82,13.23,1138,1024.305,0.104,0
"Saturday, April 3, 2021",85642,13.63,27.75,13.23,13.88,1167,1049.919,0.072,0
"Saturday, April 3, 2021",85643,13.62,26.63,13.94,14.63,1149,1034.064,0.031,0
"Saturday, April 3, 2021",85644,13.61,25.42,14.56,15.23,1074,966.811,0,0
"Saturday, April 3, 2021",85645,13.6,26.09,14.88,15.45,1000,900.4465,0.041,0
"Saturday, April 3, 2021",85646,13.6,24.64,15.06,15.69,1057,950.9832,0,0
"Saturday, April 3, 2021",85647,13.59,24.26,15.24,15.5,1149,1033.868,0,0
"Saturday, April 3, 2021",85648,13.58,24.23,15.12,15.43,1181,1063.156,0.061,0
"Saturday, April 3, 2021",85649,13.58,23.94,15.09,15.31,1215,1093.381,0,0
"Saturday, April 3, 2021",85650,13.57,22.36,15,15.05,1207,1086.289,0.136,0
"Saturday, April 3, 2021",85651,13.57,24.73,14.54,14.4,965,868.8337,0,0
"Saturday, April 3, 2021",85652,13.58,21.38,14.02,14.36,1119,1006.691,0,0
"Saturday, April 3, 2021",85653,13.58,22.1,14.31,14.5,984,885.3201,0,0
"Saturday, April 3, 2021",85654,13.58,24.08,14.05,13.81,802,721.6352,0,0
"Saturday, April 3, 2021",85655,13.59,25.03,12.99,12.56,593.2,533.9241,0.031,0
"Saturday, April 3, 2021",85656,13.6,24.68,12.29,12.32,706.9,636.1686,0,0
"Saturday, April 3, 2021",85657,13.6,23.59,12.38,12.47,793.1,713.8203,0,0
"Saturday, April 3, 2021",85658,13.61,24.4,12.27,12.06,628.5,565.6331,0,0
"Saturday, April 3, 2021",85659,13.61,24.92,11.82,11.78,654.4,589.0049,0,0
"Saturday, April 3, 2021",85660,13.62,28.01,11.75,11.67,601.9,541.7485,0,0
"Saturday, April 3, 2021",85661,13.62,27.58,11.54,11.3,397.7,357.9656,0.031,0
"Saturday, April 3, 2021",85662,13.63,26.92,10.9,10.71,268.7,241.8693,0,0
"Saturday, April 3, 2021",85663,13.52,29.83,10.32,10.06,170.5,153.4245,0.031,0
"Saturday, April 3, 2021",85664,13.28,32.14,9.67,9.54,116.1,104.4959,0,0
"Saturday, April 3, 2021",85665,13.21,33.26,9.23,9.08,94.7,85.2103,0.034,0
"Saturday, April 3, 2021",85666,13.16,34.07,8.75,8.61,89.8,80.7823,0,0
"Saturday, April 3, 2021",85667,13.11,32.99,8.38,8.35,89.3,80.41417,0,0
"Saturday, April 3, 2021",85668,13.07,33.74,8.2,8.06,89.8,80.78545,0,0
"Saturday, April 3, 2021",85669,13.04,34.9,7.716,7.471,88.5,79.61126,0,0
"Saturday, April 3, 2021",85670,13.02,36.42,7.037,6.847,86.7,77.99886,0,0
"Saturday, April 3, 2021",85671,13.01,39.49,6.349,6.105,85.1,76.55567,0,0
"Saturday, April 3, 2021",85672,13,42.39,5.686,5.508,83,74.67199,0,0
"Saturday, April 3, 2021",85673,12.99,43.71,5.118,4.969,81.1,72.9648,0,0
"Saturday, April 3, 2021",85674,12.98,50.96,4.552,4.342,81.2,73.04078,0,0
"Saturday, April 3, 2021",85675,12.97,50.62,3.99,3.862,80.3,72.31112,0,0
"Saturday, April 3, 2021",85676,12.96,52.57,3.73,3.712,81.1,72.95728,0,0
"Saturday, April 3, 2021",85677,12.95,48,3.641,3.592,82.8,74.54282,0,0
"Saturday, April 3, 2021",85678,12.93,46.91,3.746,3.947,85.4,76.86314,0,0
"Saturday, April 3, 2021",85679,12.92,47.24,4.347,4.754,88.3,79.45074,0,0
"Saturday, April 3, 2021",85680,12.92,47.01,5.046,5.286,90.5,81.46901,0,0
"Saturday, April 3, 2021",85681,12.91,46.37,5.531,5.826,91.4,82.24197,0,0
"Sunday, April 4, 2021",85682,12.9,47.46,6.024,6.173,91.9,82.74521,0,0
"Sunday, April 4, 2021",85683,12.9,47.58,6.318,6.464,91.7,82.57489,0,0
"Sunday, April 4, 2021",85684,12.89,50.61,6.494,6.503,90.6,81.56441,0,0
"Sunday, April 4, 2021",85685,12.89,49.97,6.622,6.789,89.8,80.78351,0,0
"Sunday, April 4, 2021",85686,12.88,52.93,6.816,6.77,89.2,80.30309,0,0
